,fips,province_state,country_region,confirmed,deaths,recovered,active,date,positive,negative,hospitalizedcurrently,hospitalized,hospitalizeddischarged
738,8.0,,,,,,,20210223,422390,2143029.0,447.0,23293.0,22409.0
739,9.0,,,,,,,20210223,276691,,511.0,12257.0,
740,11.0,,,,,,,20210223,39844,,211.0,,
741,10.0,,,,,,,20210223,85228,532673.0,181.0,,
742,12.0,,,,,,,20210223,1844228,9051605.0,4198.0,79410.0,
743,13.0,,,,,,,20210223,990821,,2696.0,55167.0,
744,66.0,,,,,,,20210223,7727,108733.0,4.0,,
745,15.0,,,,,,,20210223,28000,,37.0,2196.0,
746,19.0,,,,,,,20210223,277821,1025391.0,227.0,,
747,16.0,,,,,,,20210223,169584,494773.0,110.0,7007.0,
748,17.0,,,,,,,20210223,1177320,,1488.0,,
749,18.0,,,,,,,20210223,657037,2431692.0,873.0,42557.0,429382.0
750,20.0,,,,,,,20210223,291715,951784.0,214.0,9103.0,6235.0
751,21.0,,,,,,,20210223,399013,,894.0,18768.0,
752,22.0,,,,,,,20210223,426048,5020119.0,715.0,,
753,25.0,,,,,,,20210223,571783,4299958.0,879.0,19176.0,
754,24.0,,,,,,,20210223,377628,2967660.0,978.0,34577.0,
755,23.0,,,,,,,20210223,43736,,67.0,1511.0,
756,26.0,,,,,,,20210223,639712,,891.0,,
757,27.0,,,,,,,20210223,480091,2967997.0,269.0,25528.0,
758,29.0,,,,,,,20210223,475791,1840357.0,1127.0,,
759,69.0,,,,,,,20210223,143,17429.0,,4.0,
760,28.0,,,,,,,20210223,291222,1436186.0,571.0,9012.0,
761,30.0,,,,,,,20210223,99040,,85.0,4554.0,
762,37.0,,,,,,,20210223,846284,,1563.0,,795521.0
763,38.0,,,,,,,20210223,99416,303267.0,31.0,3859.0,
764,31.0,,,,,,,20210223,199402,758267.0,166.0,6048.0,
765,33.0,,,,,,,20210223,73923,571901.0,112.0,1095.0,
766,34.0,,,,,,,20210223,772267,9674485.0,2047.0,63190.0,74286.0
767,35.0,,,,,,,20210223,183335,,261.0,12989.0,
768,32.0,,,,,,,20210223,291543,1106648.0,581.0,,
769,36.0,,,,,,,20210223,1591585,,5977.0,89995.0,143071.0
770,39.0,,,,,,,20210223,958153,,1359.0,49651.0,
771,40.0,,,,,,,20210223,420212,3009878.0,602.0,23700.0,
772,41.0,,,,,,,20210223,153134,,191.0,8457.0,
773,42.0,,,,,,,20210223,917848,3834470.0,1963.0,,
774,72.0,Puerto Rico,US,14.0,0.0,0.0,,20210223,99476,305972.0,225.0,,
775,72.0,Puerto Rico,US,21.0,1.0,0.0,,20210223,99476,305972.0,225.0,,
776,72.0,Puerto Rico,US,23.0,1.0,0.0,0.0,20210223,99476,305972.0,225.0,,
777,72.0,Puerto Rico,US,3.0,0.0,0.0,,20210223,99476,305972.0,225.0,,
778,72.0,Puerto Rico,US,5.0,0.0,0.0,,20210223,99476,305972.0,225.0,,
779,72.0,Puerto Rico,US,5.0,0.0,0.0,,20210223,99476,305972.0,225.0,,
780,44.0,,,,,,,20210223,124262,660536.0,170.0,8835.0,7668.0
781,45.0,,,,,,,20210223,506912,4342713.0,977.0,20024.0,
782,46.0,,,,,,,20210223,111546,307241.0,91.0,6548.0,
783,47.0,,,,,,,20210223,767315,,1129.0,18363.0,
784,48.0,,,,,,,20210223,2606275,,7014.0,,
785,49.0,,,,,,,20210223,367789,1517013.0,271.0,14520.0,
786,51.0,,,,,,,20210223,567039,,1621.0,23698.0,46052.0
787,78.0,,,,,,,20210223,2589,43897.0,,,
788,50.0,,,,,,,20210223,14691,312572.0,37.0,,
789,53.0,,,,,,,20210223,334962,,565.0,19110.0,
790,55.0,,,,,,,20210223,613419,2598601.0,347.0,25838.0,
791,54.0,,,,,,,20210223,130139,,296.0,,
792,56.0,,,,,,,20210223,53944,179431.0,21.0,1373.0,
793,2.0,,,,,,,20210222,55507,,39.0,1251.0,
794,1.0,,,,,,,20210222,487520,1877930.0,862.0,45128.0,
795,5.0,,,,,,,20210222,315759,2355211.0,588.0,14570.0,
796,60.0,,,,,,,20210222,0,2140.0,,,
797,4.0,,,,,,,20210222,809474,2948102.0,1590.0,56994.0,114855.0
798,6.0,,,,,,,20210222,3446611,,7165.0,,
799,8.0,,,,,,,20210222,421294,2139035.0,433.0,23183.0,22364.0
800,9.0,,,,,,,20210222,275334,,500.0,12257.0,
801,11.0,,,,,,,20210222,39755,,207.0,,
802,10.0,,,,,,,20210222,85090,532452.0,182.0,,
803,12.0,,,,,,,20210222,1838745,9029719.0,4175.0,79096.0,
804,13.0,,,,,,,20210222,987041,,2760.0,54883.0,
805,66.0,,,,,,,20210222,7727,108141.0,5.0,,
806,15.0,,,,,,,20210222,27953,,54.0,2210.0,
807,19.0,,,,,,,20210222,277580,1024290.0,222.0,,
808,16.0,,,,,,,20210222,169150,493294.0,142.0,6983.0,
809,17.0,,,,,,,20210222,1175655,,1504.0,,
810,18.0,,,,,,,20210222,656358,2429196.0,878.0,42500.0,428623.0
811,20.0,,,,,,,20210222,291715,951784.0,214.0,9103.0,6235.0
812,21.0,,,,,,,20210222,397526,,870.0,18625.0,
813,22.0,,,,,,,20210222,424644,4999299.0,740.0,,
814,25.0,,,,,,,20210222,570546,4292030.0,888.0,19176.0,
815,24.0,,,,,,,20210222,376966,2964696.0,992.0,34493.0,
816,23.0,,,,,,,20210222,43594,,72.0,1508.0,
817,26.0,,,,,,,20210222,637928,,841.0,,
818,27.0,,,,,,,20210222,479591,2965954.0,235.0,25478.0,
819,29.0,,,,,,,20210222,475348,1838390.0,1206.0,,
820,69.0,,,,,,,20210222,143,17429.0,,4.0,
821,28.0,,,,,,,20210222,290874,1436186.0,560.0,8978.0,
822,30.0,,,,,,,20210222,98810,,78.0,4527.0,
823,37.0,,,,,,,20210222,844770,,1567.0,,795521.0
824,38.0,,,,,,,20210222,99312,302972.0,38.0,3860.0,
825,31.0,,,,,,,20210222,199045,757334.0,161.0,6031.0,
826,33.0,,,,,,,20210222,73665,571476.0,109.0,1093.0,
827,34.0,,,,,,,20210222,769109,9566182.0,2023.0,63172.0,74109.0
828,35.0,,,,,,,20210222,183023,,247.0,12938.0,
829,32.0,,,,,,,20210222,291145,1103209.0,580.0,,
830,36.0,,,,,,,20210222,1584931,,5804.0,89995.0,142724.0
831,39.0,,,,,,,20210222,955378,,1374.0,49492.0,
832,40.0,,,,,,,20210222,419853,2996195.0,620.0,23684.0,
833,41.0,,,,,,,20210222,152818,,206.0,8403.0,
834,42.0,,,,,,,20210222,915018,3827159.0,1963.0,,
835,72.0,Puerto Rico,US,14.0,0.0,0.0,,20210222,99257,305972.0,233.0,,
836,72.0,Puerto Rico,US,21.0,1.0,0.0,,20210222,99257,305972.0,233.0,,
837,72.0,Puerto Rico,US,23.0,1.0,0.0,0.0,20210222,99257,305972.0,233.0,,
838,72.0,Puerto Rico,US,3.0,0.0,0.0,,20210222,99257,305972.0,233.0,,
839,72.0,Puerto Rico,US,5.0,0.0,0.0,,20210222,99257,305972.0,233.0,,
840,72.0,Puerto Rico,US,5.0,0.0,0.0,,20210222,99257,305972.0,233.0,,
841,44.0,,,,,,,20210222,123980,659066.0,186.0,8815.0,7648.0
842,45.0,,,,,,,20210222,505589,4342713.0,993.0,19994.0,
843,46.0,,,,,,,20210222,111334,306570.0,91.0,6537.0,
844,47.0,,,,,,,20210222,766089,,1128.0,18311.0,
845,48.0,,,,,,,20210222,2594466,,6964.0,,
846,49.0,,,,,,,20210222,367073,1513740.0,265.0,14466.0,
847,51.0,,,,,,,20210222,565270,,1540.0,23530.0,45892.0
848,78.0,,,,,,,20210222,2579,43693.0,,,
849,50.0,,,,,,,20210222,14608,311508.0,38.0,,
850,53.0,,,,,,,20210222,333794,,608.0,19033.0,
851,55.0,,,,,,,20210222,612712,2595614.0,348.0,25775.0,
852,54.0,,,,,,,20210222,129854,,294.0,,
853,56.0,,,,,,,20210222,53900,179431.0,21.0,1372.0,
854,2.0,,,,,,,20210221,55198,,34.0,1243.0,
855,1.0,,,,,,,20210221,486843,1875829.0,867.0,44767.0,
856,5.0,,,,,,,20210221,315514,2352972.0,577.0,14540.0,
857,60.0,,,,,,,20210221,0,2140.0,,,
858,4.0,,,,,,,20210221,807967,2940237.0,1598.0,56946.0,114497.0
859,6.0,,,,,,,20210221,3441946,,7313.0,,
860,8.0,,,,,,,20210221,420614,2135251.0,440.0,23169.0,22316.0
861,9.0,,,,,,,20210221,273101,,535.0,12257.0,
862,11.0,,,,,,,20210221,39648,,196.0,,
863,10.0,,,,,,,20210221,84732,531605.0,175.0,,
864,12.0,,,,,,,20210221,1834708,9012223.0,4160.0,78946.0,
865,13.0,,,,,,,20210221,985505,,2778.0,54753.0,
866,66.0,,,,,,,20210221,7720,106994.0,5.0,,
867,15.0,,,,,,,20210221,27904,,42.0,2182.0,
868,19.0,,,,,,,20210221,277268,1022903.0,229.0,,
869,16.0,,,,,,,20210221,169150,493294.0,142.0,6983.0,
870,17.0,,,,,,,20210221,1174409,,1468.0,,
871,18.0,,,,,,,20210221,655541,2428352.0,870.0,42445.0,427828.0
872,20.0,,,,,,,20210221,290832,947591.0,290.0,9071.0,6206.0
873,21.0,,,,,,,20210221,396997,,902.0,18601.0,
874,22.0,,,,,,,20210221,424176,4992511.0,756.0,,
875,25.0,,,,,,,20210221,569284,4284944.0,927.0,19176.0,
876,24.0,,,,,,,20210221,376355,2960703.0,973.0,34439.0,
877,23.0,,,,,,,20210221,43497,,75.0,1506.0,
878,26.0,,,,,,,20210221,636269,,860.0,,
879,27.0,,,,,,,20210221,479036,2960755.0,282.0,25455.0,
880,29.0,,,,,,,20210221,474997,1836185.0,1234.0,,
881,69.0,,,,,,,20210221,143,17429.0,,4.0,
882,28.0,,,,,,,20210221,290632,1393383.0,563.0,8978.0,
883,30.0,,,,,,,20210221,98779,,78.0,4522.0,
884,37.0,,,,,,,20210221,842637,,1647.0,,765456.0
885,38.0,,,,,,,20210221,99277,302885.0,40.0,3857.0,
886,31.0,,,,,,,20210221,198949,756992.0,163.0,6034.0,
887,33.0,,,,,,,20210221,73413,571296.0,109.0,1093.0,
888,34.0,,,,,,,20210221,766405,9566182.0,2065.0,63108.0,73920.0
889,35.0,,,,,,,20210221,182789,,242.0,12916.0,
890,32.0,,,,,,,20210221,290972,1101946.0,639.0,,
891,36.0,,,,,,,20210221,1578785,,5764.0,89995.0,142307.0
892,39.0,,,,,,,20210221,953767,,1434.0,49372.0,
893,40.0,,,,,,,20210221,419354,2996195.0,620.0,23667.0,
894,41.0,,,,,,,20210221,152711,,206.0,8403.0,
895,42.0,,,,,,,20210221,913497,3822646.0,1959.0,,
896,72.0,Puerto Rico,US,14.0,0.0,0.0,,20210221,99084,305972.0,217.0,,
897,72.0,Puerto Rico,US,21.0,1.0,0.0,,20210221,99084,305972.0,217.0,,
898,72.0,Puerto Rico,US,23.0,1.0,0.0,0.0,20210221,99084,305972.0,217.0,,
899,72.0,Puerto Rico,US,3.0,0.0,0.0,,20210221,99084,305972.0,217.0,,
900,72.0,Puerto Rico,US,5.0,0.0,0.0,,20210221,99084,305972.0,217.0,,
901,72.0,Puerto Rico,US,5.0,0.0,0.0,,20210221,99084,305972.0,217.0,,
902,44.0,,,,,,,20210221,123821,658279.0,177.0,8870.0,7705.0
903,45.0,,,,,,,20210221,504149,4343561.0,1013.0,19966.0,
904,46.0,,,,,,,20210221,111304,306471.0,90.0,6524.0,
905,47.0,,,,,,,20210221,765137,,1128.0,18284.0,
906,48.0,,,,,,,20210221,2588101,,7146.0,,
907,49.0,,,,,,,20210221,366735,1511410.0,263.0,14445.0,
908,51.0,,,,,,,20210221,564115,,1548.0,23481.0,45746.0
909,78.0,,,,,,,20210221,2575,43564.0,,,
910,50.0,,,,,,,20210221,14493,310790.0,39.0,,
911,53.0,,,,,,,20210221,333794,,608.0,19033.0,
912,55.0,,,,,,,20210221,612240,2592363.0,353.0,25743.0,
913,54.0,,,,,,,20210221,129616,,289.0,,
914,56.0,,,,,,,20210221,53795,178648.0,31.0,1369.0,
915,2.0,,,,,,,20210220,55198,,34.0,1243.0,
916,1.0,,,,,,,20210220,485986,1872725.0,895.0,44767.0,
917,5.0,,,,,,,20210220,315230,2350951.0,605.0,14526.0,
918,60.0,,,,,,,20210220,0,2140.0,,,
919,4.0,,,,,,,20210220,806163,2931160.0,1650.0,56872.0,114119.0
920,6.0,,,,,,,20210220,3435186,,7747.0,,
921,8.0,,,,,,,20210220,419812,2130803.0,437.0,23156.0,22270.0
922,9.0,,,,,,,20210220,273101,,535.0,12257.0,
923,11.0,,,,,,,20210220,39553,,206.0,,
924,10.0,,,,,,,20210220,84531,530918.0,178.0,,
925,12.0,,,,,,,20210220,1829773,8989547.0,4213.0,78840.0,
926,13.0,,,,,,,20210220,983747,,2840.0,54647.0,
927,66.0,,,,,,,20210220,7716,106994.0,5.0,,
928,15.0,,,,,,,20210220,27837,,42.0,2182.0,
929,19.0,,,,,,,20210220,276966,1021641.0,238.0,,
930,16.0,,,,,,,20210220,168953,492368.0,142.0,6973.0,
931,17.0,,,,,,,20210220,1172824,,1551.0,,
932,18.0,,,,,,,20210220,654660,2421585.0,923.0,42378.0,427682.0
933,20.0,,,,,,,20210220,290832,947591.0,290.0,9071.0,6206.0
934,21.0,,,,,,,20210220,396018,,921.0,18555.0,
935,22.0,,,,,,,20210220,422287,4967843.0,806.0,,
936,25.0,,,,,,,20210220,567764,4276228.0,970.0,19176.0,
937,24.0,,,,,,,20210220,375737,2956317.0,1049.0,34355.0,
938,23.0,,,,,,,20210220,43367,,75.0,1505.0,
939,26.0,,,,,,,20210220,636269,,860.0,,
940,27.0,,,,,,,20210220,478157,2950728.0,282.0,25426.0,
941,29.0,,,,,,,20210220,474587,1833540.0,1257.0,,
942,69.0,,,,,,,20210220,135,17429.0,,4.0,
943,28.0,,,,,,,20210220,290242,1393383.0,563.0,8978.0,
944,30.0,,,,,,,20210220,98641,,78.0,4517.0,
945,37.0,,,,,,,20210220,840096,,1708.0,,765456.0
946,38.0,,,,,,,20210220,99228,302687.0,39.0,3856.0,
947,31.0,,,,,,,20210220,198751,756304.0,170.0,6032.0,
948,33.0,,,,,,,20210220,73161,570489.0,109.0,1092.0,
949,34.0,,,,,,,20210220,764374,9566182.0,2145.0,63062.0,73643.0
950,35.0,,,,,,,20210220,182475,,278.0,12901.0,
951,32.0,,,,,,,20210220,290671,1100139.0,639.0,,
952,36.0,,,,,,,20210220,1572175,,5977.0,89995.0,141592.0
953,39.0,,,,,,,20210220,952306,,1454.0,49317.0,
954,40.0,,,,,,,20210220,418318,2996195.0,620.0,23606.0,
955,41.0,,,,,,,20210220,152190,,206.0,8403.0,
956,42.0,,,,,,,20210220,911591,3815778.0,2060.0,,
957,72.0,Puerto Rico,US,14.0,0.0,0.0,,20210220,98835,305972.0,215.0,,
958,72.0,Puerto Rico,US,21.0,1.0,0.0,,20210220,98835,305972.0,215.0,,
959,72.0,Puerto Rico,US,23.0,1.0,0.0,0.0,20210220,98835,305972.0,215.0,,
960,72.0,Puerto Rico,US,3.0,0.0,0.0,,20210220,98835,305972.0,215.0,,
961,72.0,Puerto Rico,US,5.0,0.0,0.0,,20210220,98835,305972.0,215.0,,
962,72.0,Puerto Rico,US,5.0,0.0,0.0,,20210220,98835,305972.0,215.0,,
963,44.0,,,,,,,20210220,123548,656943.0,177.0,8870.0,7705.0
964,45.0,,,,,,,20210220,501277,4309050.0,1086.0,19899.0,
965,46.0,,,,,,,20210220,111165,306170.0,95.0,6509.0,
966,47.0,,,,,,,20210220,764008,,1123.0,18267.0,
967,48.0,,,,,,,20210220,2583617,,7535.0,,
968,49.0,,,,,,,20210220,366034,1507875.0,260.0,14421.0,
969,51.0,,,,,,,20210220,561812,,1594.0,23436.0,45667.0
970,78.0,,,,,,,20210220,2575,43564.0,,,
971,50.0,,,,,,,20210220,14359,309335.0,39.0,,
972,53.0,,,,,,,20210220,332904,,608.0,18969.0,
973,55.0,,,,,,,20210220,611789,2588501.0,370.0,25716.0,
974,54.0,,,,,,,20210220,129364,,292.0,,
975,56.0,,,,,,,20210220,53683,178648.0,31.0,1367.0,
976,2.0,,,,,,,20210219,55198,,34.0,1243.0,
977,1.0,,,,,,,20210219,485212,1867861.0,951.0,44767.0,
978,5.0,,,,,,,20210219,314713,2348207.0,630.0,14500.0,
979,60.0,,,,,,,20210219,0,2140.0,,,
980,4.0,,,,,,,20210219,804116,2918905.0,1738.0,56732.0,113697.0
981,6.0,,,,,,,20210219,3428518,,8156.0,,
982,8.0,,,,,,,20210219,418695,2126610.0,451.0,23101.0,22202.0
983,9.0,,,,,,,20210219,273101,,535.0,12257.0,
984,11.0,,,,,,,20210219,39461,,209.0,,
985,10.0,,,,,,,20210219,84181,529807.0,173.0,,
986,12.0,,,,,,,20210219,1822644,8956962.0,4298.0,78590.0,
987,13.0,,,,,,,20210219,980411,,2973.0,54434.0,
988,66.0,,,,,,,20210219,7715,106994.0,5.0,,
989,15.0,,,,,,,20210219,27778,,42.0,2182.0,
990,19.0,,,,,,,20210219,276621,1020693.0,241.0,,
991,16.0,,,,,,,20210219,168639,491263.0,164.0,6964.0,
992,17.0,,,,,,,20210219,1170902,,1596.0,,
993,18.0,,,,,,,20210219,653245,2416621.0,948.0,42333.0,427275.0
994,20.0,,,,,,,20210219,290832,947591.0,290.0,9071.0,6206.0
995,21.0,,,,,,,20210219,394687,,923.0,18438.0,
996,22.0,,,,,,,20210219,422287,4967843.0,806.0,,
997,25.0,,,,,,,20210219,565794,4267078.0,990.0,19176.0,
998,24.0,,,,,,,20210219,374974,2951435.0,1016.0,34265.0,
999,23.0,,,,,,,20210219,43224,,87.0,1503.0,
1000,26.0,,,,,,,20210219,635446,,860.0,,
1001,27.0,,,,,,,20210219,477287,2943682.0,282.0,25368.0,
1002,29.0,,,,,,,20210219,474021,1830931.0,1254.0,,
1003,69.0,,,,,,,20210219,135,17429.0,,4.0,
1004,28.0,,,,,,,20210219,289892,1393383.0,560.0,8978.0,
1005,30.0,,,,,,,20210219,98377,,96.0,4506.0,
1006,37.0,,,,,,,20210219,836650,,1780.0,,765456.0
1007,38.0,,,,,,,20210219,99153,301973.0,36.0,3847.0,
1008,31.0,,,,,,,20210219,198442,755340.0,185.0,6009.0,
1009,33.0,,,,,,,20210219,72767,568939.0,116.0,1092.0,
1010,34.0,,,,,,,20210219,761498,9566182.0,2202.0,62958.0,73429.0
1011,35.0,,,,,,,20210219,182050,,278.0,12891.0,
1012,32.0,,,,,,,20210219,290300,1098605.0,670.0,,
1013,36.0,,,,,,,20210219,1564483,,6155.0,89995.0,140968.0
1014,39.0,,,,,,,20210219,949695,,1493.0,49213.0,
1015,40.0,,,,,,,20210219,417345,2992254.0,663.0,23537.0,
1016,41.0,,,,,,,20210219,151713,,199.0,8380.0,
1017,42.0,,,,,,,20210219,908773,3807727.0,2061.0,,
1018,72.0,Puerto Rico,US,14.0,0.0,0.0,,20210219,98624,305972.0,214.0,,
1019,72.0,Puerto Rico,US,21.0,1.0,0.0,,20210219,98624,305972.0,214.0,,
1020,72.0,Puerto Rico,US,23.0,1.0,0.0,0.0,20210219,98624,305972.0,214.0,,
1021,72.0,Puerto Rico,US,3.0,0.0,0.0,,20210219,98624,305972.0,214.0,,
1022,72.0,Puerto Rico,US,5.0,0.0,0.0,,20210219,98624,305972.0,214.0,,
1023,72.0,Puerto Rico,US,5.0,0.0,0.0,,20210219,98624,305972.0,214.0,,
1024,44.0,,,,,,,20210219,123145,655694.0,177.0,8870.0,7705.0
1025,45.0,,,,,,,20210219,497937,4282791.0,1122.0,19796.0,
1026,46.0,,,,,,,20210219,111018,305524.0,91.0,6492.0,
1027,47.0,,,,,,,20210219,762673,,1095.0,18235.0,
1028,48.0,,,,,,,20210219,2577131,,7757.0,,
1029,49.0,,,,,,,20210219,365256,1504344.0,276.0,14382.0,
1030,51.0,,,,,,,20210219,559930,,1671.0,23369.0,45524.0
1031,78.0,,,,,,,20210219,2565,43359.0,,,
1032,50.0,,,,,,,20210219,14251,308771.0,39.0,,
1033,53.0,,,,,,,20210219,332007,,600.0,18934.0,
1034,55.0,,,,,,,20210219,610974,2584375.0,370.0,25635.0,
1035,54.0,,,,,,,20210219,129055,,293.0,,
1036,56.0,,,,,,,20210219,53683,178648.0,31.0,1367.0,
1037,2.0,,,,,,,20210218,55009,,37.0,1243.0,
1038,1.0,,,,,,,20210218,484365,1863597.0,1003.0,44767.0,
1039,5.0,,,,,,,20210218,314445,2346008.0,625.0,14469.0,
1040,60.0,,,,,,,20210218,0,2140.0,,,
1041,4.0,,,,,,,20210218,802198,2906702.0,1823.0,56090.0,113271.0
1042,6.0,,,,,,,20210218,3421720,,8566.0,,
1043,8.0,,,,,,,20210218,417415,2121224.0,462.0,23047.0,22163.0
1044,9.0,,,,,,,20210218,271903,,568.0,12257.0,
1045,11.0,,,,,,,20210218,39301,,211.0,,
1046,10.0,,,,,,,20210218,83852,528642.0,197.0,,
1047,12.0,,,,,,,20210218,1816108,8929261.0,4367.0,78295.0,
1048,13.0,,,,,,,20210218,976732,,3117.0,54173.0,
1049,66.0,,,,,,,20210218,7705,106621.0,6.0,,
1050,15.0,,,,,,,20210218,27717,,39.0,2179.0,
1051,19.0,,,,,,,20210218,276229,1019327.0,252.0,,
1052,16.0,,,,,,,20210218,168353,489866.0,164.0,6947.0,
1053,17.0,,,,,,,20210218,1168683,,1655.0,,
1054,18.0,,,,,,,20210218,652210,2413132.0,966.0,42246.0,426507.0
1055,20.0,,,,,,,20210218,288717,940581.0,300.0,9002.0,6137.0
1056,21.0,,,,,,,20210218,392729,,935.0,18314.0,
1057,22.0,,,,,,,20210218,421846,4956423.0,823.0,,
1058,25.0,,,,,,,20210218,563976,4258278.0,1029.0,19176.0,
1059,24.0,,,,,,,20210218,373966,2944984.0,1048.0,34168.0,
1060,23.0,,,,,,,20210218,43090,,89.0,1495.0,
1061,26.0,,,,,,,20210218,633973,,877.0,,
1062,27.0,,,,,,,20210218,476292,2932333.0,287.0,25341.0,
1063,29.0,,,,,,,20210218,473459,1828169.0,1281.0,,
1064,69.0,,,,,,,20210218,135,17429.0,,4.0,
1065,28.0,,,,,,,20210218,289532,1393383.0,565.0,8978.0,
1066,30.0,,,,,,,20210218,98100,,109.0,4484.0,
1067,37.0,,,,,,,20210218,833423,,1892.0,,765456.0
1068,38.0,,,,,,,20210218,99034,301973.0,31.0,3845.0,
1069,31.0,,,,,,,20210218,198042,754169.0,188.0,5997.0,
1070,33.0,,,,,,,20210218,72399,567795.0,126.0,1085.0,
1071,34.0,,,,,,,20210218,758451,9502664.0,2327.0,62835.0,73106.0
1072,35.0,,,,,,,20210218,181739,,284.0,12848.0,
1073,32.0,,,,,,,20210218,289880,1096898.0,698.0,,
1074,36.0,,,,,,,20210218,1555773,,6434.0,89995.0,140215.0
1075,39.0,,,,,,,20210218,947389,,1516.0,49061.0,
1076,40.0,,,,,,,20210218,416476,2987185.0,705.0,23464.0,
1077,41.0,,,,,,,20210218,151257,,220.0,8346.0,
1078,42.0,,,,,,,20210218,905995,3799916.0,2124.0,,
1079,72.0,Puerto Rico,US,14.0,0.0,0.0,,20210218,98506,305972.0,233.0,,
1080,72.0,Puerto Rico,US,21.0,1.0,0.0,,20210218,98506,305972.0,233.0,,
1081,72.0,Puerto Rico,US,23.0,1.0,0.0,0.0,20210218,98506,305972.0,233.0,,
1082,72.0,Puerto Rico,US,3.0,0.0,0.0,,20210218,98506,305972.0,233.0,,
1083,72.0,Puerto Rico,US,5.0,0.0,0.0,,20210218,98506,305972.0,233.0,,
1084,72.0,Puerto Rico,US,5.0,0.0,0.0,,20210218,98506,305972.0,233.0,,
1085,44.0,,,,,,,20210218,122859,654308.0,180.0,8846.0,7679.0
1086,45.0,,,,,,,20210218,495044,4257415.0,1137.0,19701.0,
1087,46.0,,,,,,,20210218,110871,304951.0,92.0,6475.0,
1088,47.0,,,,,,,20210218,761301,,1250.0,18175.0,
1089,48.0,,,,,,,20210218,2574194,,7874.0,,
